#t, t_sol, st_sol, v_sol, sv_sol, ph_sol, sph_sol, stabilite
0.00;17.61;5.01;468.18;1.40;8.21;0.02;2.01
0.01;19.81;0.02;459.73;3.69;8.08;0.06;2.74
2.56;19.77;0.01;450.64;2.57;7.94;0.04;3.24
5.36;19.75;0.01;444.36;1.49;7.84;0.02;3.61
8.15;19.74;0.01;440.55;1.30;7.78;0.02;3.88
10.94;19.72;0.00;437.09;1.08;7.73;0.02;4.09
13.73;19.72;0.00;434.55;0.89;7.69;0.01;4.24
16.53;19.72;0.02;431.73;0.86;7.65;0.01;4.34
19.33;19.72;0.01;430.09;0.67;7.62;0.01;4.40
22.12;19.72;0.00;428.27;0.75;7.59;0.01;4.41
24.91;19.72;0.01;426.00;0.74;7.56;0.01;4.37
27.71;19.72;0.02;424.18;0.57;7.53;0.01;4.30
30.50;19.73;0.01;422.64;0.77;7.51;0.01;4.18
33.30;19.73;0.01;420.82;0.57;7.48;0.01;4.00
36.09;19.73;0.01;419.09;0.67;7.45;0.01;3.78
38.88;19.73;0.01;417.45;0.50;7.43;0.01;3.48
41.68;19.73;0.01;416.09;0.51;7.40;0.01;3.10
44.47;19.73;0.01;414.64;0.48;7.38;0.01;2.61
47.27;19.74;0.01;413.18;0.72;7.36;0.01;1.90
50.06;19.74;0.01;411.73;0.75;7.34;0.01;0.24
59.75;19.75;0.01;406.73;0.86;7.26;0.01;0.21
62.51;19.75;0.00;406.18;0.57;7.25;0.01;0.19
65.30;19.75;0.01;405.09;0.51;7.23;0.01;0.17
68.09;19.75;0.02;403.91;0.51;7.22;0.01;0.17
70.89;19.76;0.01;402.64;0.48;7.20;0.01;0.16
73.68;19.75;0.00;401.27;0.45;7.18;0.01;0.16
76.48;19.76;0.01;400.55;0.50;7.16;0.01;0.15
79.27;19.76;0.01;399.18;0.39;7.14;0.01;0.15
82.06;19.77;0.01;398.36;0.48;7.13;0.01;0.15
84.86;19.77;0.01;397.18;0.39;7.11;0.01;0.14
87.66;19.76;0.01;396.36;0.48;7.10;0.01;0.14
90.45;19.78;0.02;395.36;0.48;7.08;0.01;0.13
93.24;19.77;0.01;394.45;0.50;7.07;0.01;0.13
96.04;19.77;0.01;393.36;0.48;7.05;0.01;0.12
98.83;19.77;0.01;392.64;0.48;7.04;0.01;0.12
101.63;19.77;0.01;391.64;0.48;7.03;0.01;0.11
104.42;19.77;0.01;390.73;0.45;7.01;0.01;0.11
107.21;19.77;0.01;389.82;0.39;7.00;0.01;0.10
110.01;19.77;0.01;388.91;0.29;6.98;0.00;0.10
112.80;19.77;0.01;388.00;0.00;6.97;0.00;0.09
127.01;19.77;0.02;384.27;0.45;6.91;0.01;0.09
129.57;19.78;0.02;383.73;0.45;6.90;0.01;0.09
132.36;19.77;0.02;382.91;0.29;6.89;0.00;0.09
135.15;19.78;0.00;382.18;0.39;6.88;0.01;0.10
137.95;19.78;0.01;381.55;0.50;6.87;0.01;0.10
140.74;19.78;0.02;380.55;0.50;6.86;0.01;0.10
143.54;19.78;0.02;379.82;0.39;6.84;0.01;0.10
146.33;19.78;0.02;379.09;0.29;6.83;0.00;0.10
149.12;19.78;0.01;378.27;0.45;6.82;0.01;0.09
151.92;19.77;0.01;377.55;0.50;6.81;0.01;0.09
154.72;19.79;0.02;376.64;0.48;6.79;0.01;0.09
157.51;19.78;0.02;375.73;0.45;6.78;0.01;0.09
160.30;19.79;0.02;375.09;0.29;6.77;0.00;0.09
163.10;19.78;0.01;374.45;0.50;6.76;0.01;0.09
165.89;19.78;0.01;373.73;0.45;6.75;0.01;0.09
168.69;19.77;0.01;372.91;0.51;6.74;0.01;0.08
171.48;19.78;0.02;372.18;0.39;6.73;0.01;0.08
174.27;19.78;0.01;371.27;0.45;6.71;0.01;0.08
177.07;19.79;0.02;370.64;0.48;6.70;0.01;0.07
179.86;19.79;0.02;370.00;0.00;6.69;0.00;0.07
189.12;19.79;0.02;368.09;0.29;6.66;0.00;0.07
191.80;19.80;0.02;367.73;0.45;6.66;0.01;0.07
194.59;19.79;0.02;367.18;0.39;6.65;0.01;0.07
197.39;19.80;0.02;366.55;0.50;6.64;0.01;0.07
200.18;19.78;0.01;365.82;0.39;6.63;0.01;0.07
202.98;19.79;0.02;365.27;0.45;6.62;0.01;0.07
205.77;19.80;0.02;364.73;0.45;6.61;0.01;0.07
208.56;19.79;0.02;363.82;0.39;6.60;0.01;0.07
211.36;19.81;0.02;363.82;0.39;6.60;0.01;0.07
214.15;19.81;0.02;362.82;0.39;6.58;0.01;0.07
216.95;19.81;0.02;362.36;0.48;6.57;0.01;0.07
219.74;19.82;0.01;361.64;0.48;6.56;0.01;0.06
222.53;19.82;0.02;361.18;0.39;6.56;0.01;0.06
225.33;19.81;0.02;361.00;0.00;6.55;0.00;0.06
228.12;19.82;0.02;360.36;0.48;6.54;0.01;0.06
230.92;19.81;0.02;359.91;0.51;6.54;0.01;0.06
233.71;19.81;0.02;359.45;0.50;6.53;0.01;0.05
236.50;19.82;0.02;358.64;0.48;6.52;0.01;0.05
239.30;19.82;0.02;358.09;0.29;6.51;0.00;0.05
242.09;19.81;0.02;357.27;0.45;6.50;0.01;0.05
253.35;19.83;0.01;355.00;0.43;6.46;0.01;0.05
256.06;19.83;0.01;354.82;0.39;6.46;0.01;0.05
258.86;19.83;0.01;354.18;0.39;6.45;0.01;0.06
261.65;19.82;0.01;353.91;0.29;6.44;0.00;0.06
264.44;19.82;0.02;353.45;0.50;6.44;0.01;0.06
267.24;19.83;0.01;352.82;0.39;6.43;0.01;0.06
270.04;19.83;0.02;352.64;0.48;6.42;0.01;0.06
272.83;19.83;0.01;352.00;0.60;6.41;0.01;0.06
275.62;19.84;0.02;351.36;0.48;6.40;0.01;0.06
278.42;19.83;0.01;351.00;0.43;6.40;0.01;0.06
281.21;19.83;0.01;350.45;0.50;6.39;0.01;0.06
284.01;19.83;0.01;350.09;0.29;6.38;0.00;0.06
286.80;19.83;0.01;349.82;0.39;6.38;0.01;0.06
289.59;19.84;0.01;349.27;0.45;6.37;0.01;0.05
292.39;19.84;0.01;348.91;0.29;6.37;0.00;0.05
295.18;19.84;0.01;348.09;0.51;6.35;0.01;0.05
297.98;19.83;0.01;347.91;0.29;6.35;0.00;0.05
300.77;19.84;0.02;347.55;0.50;6.35;0.01;0.05
303.56;19.84;0.01;347.09;0.51;6.34;0.01;0.04
306.36;19.83;0.01;346.27;0.45;6.33;0.01;0.04
313.25;19.84;0.02;344.73;1.48;6.30;0.02;0.04
316.01;19.85;0.01;345.00;0.43;6.31;0.01;0.04
318.80;19.85;0.02;344.91;0.29;6.30;0.00;0.04
321.60;19.85;0.00;344.18;0.39;6.29;0.01;0.04
324.39;19.85;0.01;344.00;0.43;6.29;0.01;0.04
327.19;19.85;0.02;343.36;0.48;6.28;0.01;0.04
329.98;19.86;0.02;343.00;0.00;6.28;0.00;0.04
332.77;19.85;0.00;343.00;0.00;6.28;0.00;0.04
335.57;19.85;0.01;342.64;0.48;6.27;0.01;0.04
338.37;19.86;0.02;342.36;0.48;6.27;0.01;0.04
341.16;19.85;0.02;342.00;0.00;6.26;0.00;0.04
343.95;19.85;0.02;341.73;0.45;6.26;0.01;0.04
346.75;19.88;0.02;341.27;0.45;6.25;0.01;0.04
349.54;19.87;0.02;340.91;0.29;6.24;0.00;0.04
352.34;19.88;0.02;340.18;0.39;6.23;0.01;0.04
355.13;19.88;0.02;339.91;0.29;6.23;0.00;0.04
357.92;19.88;0.02;339.64;0.48;6.22;0.01;0.03
360.72;19.89;0.02;339.09;0.29;6.22;0.00;0.03
363.51;19.89;0.01;338.82;0.39;6.21;0.01;0.03
366.31;19.87;0.02;338.27;0.45;6.20;0.01;0.03
387.16;19.89;0.00;336.00;0.00;6.17;0.00;0.04
389.93;19.89;0.01;335.64;0.48;6.16;0.01;0.04
392.72;19.90;0.01;335.64;0.48;6.16;0.01;0.04
395.52;19.90;0.01;335.27;0.45;6.16;0.01;0.04
398.31;19.89;0.01;335.00;0.00;6.15;0.00;0.04
401.10;19.90;0.01;334.73;0.45;6.15;0.01;0.04
403.90;19.89;0.01;334.18;0.39;6.14;0.01;0.05
406.69;19.90;0.01;334.00;0.00;6.14;0.00;0.05
409.49;19.90;0.01;333.55;0.50;6.13;0.01;0.05
412.28;19.90;0.01;333.36;0.48;6.13;0.01;0.05
415.07;19.91;0.01;333.09;0.29;6.12;0.00;0.04
417.87;19.90;0.01;333.00;0.00;6.12;0.00;0.04
420.66;19.90;0.01;333.00;0.00;6.12;0.00;0.04
423.46;19.91;0.01;332.55;0.50;6.11;0.01;0.04
426.25;19.91;0.01;332.09;0.29;6.11;0.00;0.04
429.05;19.91;0.01;331.82;0.39;6.10;0.01;0.04
431.84;19.91;0.01;331.55;0.50;6.10;0.01;0.03
434.63;19.91;0.01;331.27;0.45;6.09;0.01;0.03
437.43;19.91;0.01;331.00;0.00;6.09;0.00;0.03
440.22;19.92;0.01;330.73;0.45;6.09;0.01;0.02
448.09;20.75;2.79;329.73;0.45;6.07;0.01;0.03
450.89;19.91;0.02;329.27;0.45;6.06;0.01;0.03
453.69;19.91;0.01;329.18;0.39;6.06;0.01;0.03
456.48;19.93;0.02;329.18;0.39;6.06;0.01;0.03
459.27;19.92;0.01;328.82;0.39;6.06;0.01;0.03
462.07;19.92;0.01;328.73;0.45;6.06;0.01;0.03
464.86;19.93;0.02;328.45;0.50;6.05;0.01;0.03
